CNAME,LENGTH,WEIGHT
California Roach,52,0
California Roach,68,0
California Roach,60,0
California Roach,76,0
California Roach,70,0
California Roach,86,0
California Roach,75,0
California Roach,64,0
California Roach,66,0
California Roach,63,0
California Roach,64,0
California Roach,63,0
California Roach,66,0
California Roach,64,0
California Roach,71,0
California Roach,79,0
California Roach,68,0
California Roach,70,0
California Roach,71,0
California Roach,67,0
California Roach,73,0
California Roach,57,0
California Roach,64,0
California Roach,66,0
California Roach,82,0
California Roach,75,0
California Roach,83,0
California Roach,60,0
California Roach,75,0
California Roach,70,0
California Roach,82,0
California Roach,71,0
California Roach,58,0
California Roach,80,0
California Roach,96,0
California Roach,66,0
California Roach,96,0
California Roach,65,0
California Roach,71,0
California Roach,60,0
California Roach,90,0
California Roach,60,0
California Roach,83,0
California Roach,66,0
California Roach,106,0
California Roach,58,0
California Roach,68,0
California Roach,82,0
Green Sunfish,124,0
Green Sunfish,112,0
Green Sunfish,133,0
Brown Trout,255,183
Brown Trout,80,4
Brown Trout,87,4
Brown Trout,168,42
Brown Trout,99,9
Brown Trout,97,10
Brown Trout,115,17
Brown Trout,178,56
Brown Trout,109,11
Brown Trout,170,46
Brown Trout,247,154
Brown Trout,91,9
Brown Trout,105,13
Brown Trout,90,8
Brown Trout,278,205
Brown Trout,237,149
Brown Trout,191,65
Brown Trout,115,15
Brown Trout,94,7
Brown Trout,184,63
Brown Trout,214,111
Brown Trout,110,18
Brown Trout,103,15
Brown Trout,251,150
Brown Trout,269,171
Brown Trout,85,6
Brown Trout,79,4
Brown Trout,96,9
Brown Trout,166,43
Brown Trout,1666,265
Brown Trout,186,180
Brown Trout,71,93
Brown Trout,93,7
Brown Trout,101,11
Brown Trout,183,63
Brown Trout,171,53
Brown Trout,156,40
Brown Trout,201,82
Brown Trout,172,52
Brown Trout,187,68
Brown Trout,89,7
Brown Trout,85,5
Brown Trout,215,107
Brown Trout,157,41
Brown Trout,98,10
Brown Trout,82,5
Brown Trout,82,5
Brown Trout,112,14
Brown Trout,112,14
Brown Trout,75,4
Brown Trout,95,9
Brown Trout,167,46
Rainbow Trout,133,27
Rainbow Trout,195,83
Rainbow Trout,60,2
Rainbow Trout,61,2
Rainbow Trout,53,1
Rainbow Trout,235,132
Rainbow Trout,106,12
Rainbow Trout,78,4
Rainbow Trout,54,1
Rainbow Trout,61,2
Rainbow Trout,63,2
Rainbow Trout,74,4
Rainbow Trout,61,1
Rainbow Trout,61,1
Rainbow Trout,54,1
Rainbow Trout,63,2
Rainbow Trout,69,2
Rainbow Trout,72,4
Rainbow Trout,113,18
Rainbow Trout,81,6
Rainbow Trout,80,6
Rainbow Trout,77,6
Rainbow Trout,83,8
Rainbow Trout,88,9
Rainbow Trout,104,16
Rainbow Trout,142,33
Rainbow Trout,148,44
Rainbow Trout,73,5
Rainbow Trout,158,43
Rainbow Trout,139,30
Rainbow Trout,156,48
Rainbow Trout,160,45
Rainbow Trout,212,95
Rainbow Trout,61,2
Rainbow Trout,65,2
Rainbow Trout,79,6
Rainbow Trout,68,3
Rainbow Trout,150,39
Rainbow Trout,122,21
Rainbow Trout,70,2
Rainbow Trout,76,2
Rainbow Trout,83,3
Rainbow Trout,61,2
Rainbow Trout,78,4
Rainbow Trout,65,2
Rainbow Trout,76,3
Rainbow Trout,175,61
Rainbow Trout,140,29
Rainbow Trout,159,42
Rainbow Trout,73,3
Rainbow Trout,151,41
Rainbow Trout,196,86
Rainbow Trout,160,49
Rainbow Trout,90,9
Rainbow Trout,130,26
Rainbow Trout,63,3
Rainbow Trout,78,4
Rainbow Trout,65,2
Rainbow Trout,82,5
Rainbow Trout,140,34
Rainbow Trout,145,36
Rainbow Trout,116,17
Rainbow Trout,112,16
Rainbow Trout,150,34
Rainbow Trout,186,72
Rainbow Trout,154,46
Rainbow Trout,62,1
Rainbow Trout,66,3
Rainbow Trout,63,4
Rainbow Trout,70,5
Rainbow Trout,160,48
Rainbow Trout,267,194
Rainbow Trout,195,91
Rainbow Trout,126,29
Rainbow Trout,110,15
Rainbow Trout,60,2
Rainbow Trout,89,8
Rainbow Trout,83,7
Rainbow Trout,69,5
Rainbow Trout,225,134
Rainbow Trout,195,86
Rainbow Trout,191,90
Rainbow Trout,192,83
Rainbow Trout,165,57
Rainbow Trout,177,65
Rainbow Trout,112,20
Rainbow Trout,83,7
Rainbow Trout,72,4
Rainbow Trout,71,4
Rainbow Trout,65,2
Rainbow Trout,185,74
Rainbow Trout,205,106
Rainbow Trout,132,29
Rainbow Trout,111,15
Rainbow Trout,182,78
Rainbow Trout,77,7
Rainbow Trout,88,11
Rainbow Trout,155,51
Rainbow Trout,163,54
Rainbow Trout,112,15
Sacramento Sucker,192,0
Sacramento Sucker,179,65
Sacramento Sucker,211,112
Sacramento Sucker,242,172
Sacramento Sucker,210,106
Sacramento Sucker,110,14
Sacramento Sucker,119,14
Sacramento Sucker,160,34
Sacramento Sucker,113,18
Sacramento Sucker,191,68
Sacramento Sucker,218,124
Sacramento Sucker,247,168
Sacramento Sucker,170,56
Sacramento Sucker,117,17
Sacramento Sucker,156,42
Brown Trout,201,86
Brown Trout,100,9
Brown Trout,86,5
Brown Trout,101,8
Brown Trout,105,9
Brown Trout,96,11
Brown Trout,120,22
Brown Trout,186,69
Brown Trout,182,66
Brown Trout,175,55
Brown Trout,104,17
Brown Trout,164,41
Brown Trout,105,14
Brown Trout,103,12
Brown Trout,91,7
Brown Trout,190,70
Brown Trout,100,11
Brown Trout,111,13
Brown Trout,186,68
Brown Trout,116,17
Brown Trout,256,161
Brown Trout,196,74
Brown Trout,254,132
Brown Trout,171,51
Brown Trout,240,129
Brown Trout,174,52
Brown Trout,164,43
Brown Trout,191,74
Brown Trout,106,11
Brown Trout,243,140
Brown Trout,183,61
Brown Trout,168,46
Brown Trout,192,79
Brown Trout,176,56
Brown Trout,107,13
Brown Trout,110,13
Brown Trout,108,13
Brown Trout,102,9
Brown Trout,226,114
Brown Trout,202,76
Brown Trout,220,101
Brown Trout,117,13
Brown Trout,85,5
Brown Trout,209,104
Brown Trout,184,58
Brown Trout,116,15
Brown Trout,125,15
Brown Trout,185,58
Brown Trout,180,61
Brown Trout,180,62
Brown Trout,230,121
Brown Trout,274,214
Brown Trout,245,153
Brown Trout,239,134
Brown Trout,197,76
Riffle Sculpin,120,21
Sacramento Pikeminnow,63,2
Sacramento Pikeminnow,64,1
Sacramento Pikeminnow,52,0.5
Sacramento Pikeminnow,47,1
Sacramento Pikeminnow,54,1
Sacramento Pikeminnow,65,2
Sacramento Pikeminnow,51,1
Sacramento Pikeminnow,46,1
Sacramento Pikeminnow,57,1
Sacramento Pikeminnow,56,1
Sacramento Pikeminnow,37,0.5
Sacramento Pikeminnow,52,1
Sacramento Pikeminnow,56,1
Sacramento Pikeminnow,62,1
Sacramento Pikeminnow,68,2
Sacramento Pikeminnow,42,1
Sacramento Pikeminnow,47,1
Sacramento Pikeminnow,57,1
Sacramento Pikeminnow,74,2
Sacramento Pikeminnow,42,0
Sacramento Pikeminnow,56,1
Sacramento Pikeminnow,58,1
Sacramento Pikeminnow,49,1
Sacramento Pikeminnow,74,3
Sacramento Pikeminnow,63,2
Sacramento Pikeminnow,60,1
Sacramento Pikeminnow,55,1
Sacramento Pikeminnow,66,1
Sacramento Pikeminnow,63,1
Sacramento Pikeminnow,62,1
Sacramento Pikeminnow,69,1
Sacramento Pikeminnow,67,2
Sacramento Pikeminnow,62,1
Sacramento Pikeminnow,43,1
Sacramento Pikeminnow,50,1
Sacramento Pikeminnow,56,1
Sacramento Pikeminnow,53,1
Sacramento Pikeminnow,57,1
Sacramento Pikeminnow,62,1
Sacramento Pikeminnow,62,1
Sacramento Pikeminnow,56,1
Sacramento Pikeminnow,39,0
Sacramento Pikeminnow,67,2
Sacramento Pikeminnow,53,1
Sacramento Pikeminnow,76,3
Sacramento Pikeminnow,42,1
Sacramento Pikeminnow,49,1
Sacramento Pikeminnow,47,1
Sacramento Pikeminnow,66,2
Sacramento Pikeminnow,58,1
Sacramento Pikeminnow,61,1
Sacramento Pikeminnow,61,1
Rainbow Trout,173,53
Rainbow Trout,183,70
Rainbow Trout,193,92
Rainbow Trout,151,36
Rainbow Trout,169,54
Rainbow Trout,264,167
Rainbow Trout,226,141
Rainbow Trout,182,67
Rainbow Trout,166,51
Rainbow Trout,186,69
Rainbow Trout,237,122
Brown Trout,267,154
Brown Trout,254,175
Sacramento Sucker,75,4
Sacramento Sucker,69,3
Sacramento Sucker,174,51
Sacramento Sucker,175,53
Sacramento Sucker,95,10
Sacramento Sucker,90,7
Sacramento Sucker,76,3
Sacramento Sucker,75,3
Sacramento Sucker,82,9
Sacramento Sucker,70,4
Sacramento Sucker,67,3
Sacramento Sucker,68,3
Sacramento Sucker,64,2
Sacramento Sucker,63,1
Sacramento Sucker,66,2
Sacramento Sucker,165,44
Sacramento Sucker,157,41
Sacramento Sucker,148,36
Sacramento Sucker,189,67
Sacramento Sucker,147,30
Sacramento Sucker,113,15
Sacramento Sucker,122,20
Sacramento Sucker,121,19
Sacramento Sucker,87,6
Sacramento Sucker,105,10
Sacramento Sucker,97,8
Sacramento Sucker,83,5
Sacramento Sucker,72,3
Sacramento Sucker,77,4
Sacramento Sucker,79,4
Sacramento Sucker,65,2
Sacramento Sucker,65,2
Sacramento Sucker,71,2
Sacramento Sucker,75,3
Sacramento Sucker,65,1
Sacramento Sucker,72,2
Sacramento Sucker,73,3
Sacramento Sucker,71,3
Sacramento Sucker,61,2
Sacramento Sucker,64,2
Sacramento Sucker,68,2
Sacramento Sucker,65,2
Sacramento Sucker,158,40
Sacramento Sucker,151,38
Sacramento Sucker,121,28
Sacramento Sucker,164,42
Sacramento Sucker,173,50
Sacramento Sucker,122,23
Sacramento Sucker,71,3
Sacramento Sucker,171,50
Rainbow Trout,81,6
Rainbow Trout,100,10
Rainbow Trout,81,6
Rainbow Trout,138,25
Rainbow Trout,95,10
Rainbow Trout,122,18
Rainbow Trout,283,238
Rainbow Trout,233,152
Rainbow Trout,242,133
Rainbow Trout,164,42
Rainbow Trout,187,72
Rainbow Trout,162,43
Rainbow Trout,64,4
Rainbow Trout,66,4
Rainbow Trout,73,5
Rainbow Trout,156,38
Rainbow Trout,136,27
Rainbow Trout,64,1
Rainbow Trout,61,1
Rainbow Trout,67,2
Rainbow Trout,72,2
Rainbow Trout,59,1
Rainbow Trout,84,4
Rainbow Trout,63,1
Rainbow Trout,69,1
Rainbow Trout,72,2
Rainbow Trout,58,0
Rainbow Trout,142,28
Rainbow Trout,62,1
Rainbow Trout,84,3
Rainbow Trout,78,2
Rainbow Trout,52,0
Rainbow Trout,67,1
Rainbow Trout,58,1
Rainbow Trout,140,24
Rainbow Trout,117,13
Rainbow Trout,112,13
Rainbow Trout,79,3
Rainbow Trout,68,1
Rainbow Trout,61,1
Rainbow Trout,65,1
Rainbow Trout,160,41
Rainbow Trout,76,4
Rainbow Trout,66,2
Rainbow Trout,75,3
Rainbow Trout,55,2
Rainbow Trout,63,2
Rainbow Trout,169,50
Rainbow Trout,84,7
Rainbow Trout,60,2
Rainbow Trout,180,67
Rainbow Trout,85,5
Brown Trout,97,10
Brown Trout,89,7
Brown Trout,89,6
Brown Trout,85,7
Brown Trout,180,60
Brown Trout,122,19
Brown Trout,107,14
Brown Trout,120,18
Brown Trout,91,8
Brown Trout,105,14
Brown Trout,106,13
Brown Trout,105,12
Brown Trout,110,14
Brown Trout,106,14
Brown Trout,113,14
Brown Trout,100,11
Brown Trout,80,6
Brown Trout,87,9
Brown Trout,86,9
Brown Trout,80,5
Brown Trout,87,7
Brown Trout,398,630
Brown Trout,296,254
Brown Trout,206,90
Brown Trout,122,20
Brown Trout,114,13
Brown Trout,118,16
Brown Trout,173,55
Brown Trout,209,89
Brown Trout,124,23
Brown Trout,111,16
Brown Trout,120,16
Brown Trout,123,19
Brown Trout,112,14
Brown Trout,115,17
Brown Trout,113,14
Brown Trout,104,10
Brown Trout,96,8
Brown Trout,94,8
Brown Trout,99,10
Brown Trout,74,3
Brown Trout,318,310
Brown Trout,325,265
Brown Trout,253,174
Brown Trout,241,155
Brown Trout,225,116
Brown Trout,230,123
Brown Trout,313,336
Brown Trout,315,324
Brown Trout,209,105
Riffle Sculpin,111,21
Riffle Sculpin,136,41
Riffle Sculpin,116,19
Riffle Sculpin,116,15
Riffle Sculpin,98,13
Riffle Sculpin,127,29
Riffle Sculpin,96,0
Riffle Sculpin,102,14
Riffle Sculpin,113,19
Riffle Sculpin,117,19
Riffle Sculpin,115,25
Riffle Sculpin,95,12
Riffle Sculpin,122,31
Riffle Sculpin,120,26
Riffle Sculpin,121,22
Riffle Sculpin,115,24
Riffle Sculpin,115,27
Riffle Sculpin,103,17
Riffle Sculpin,93,14
Riffle Sculpin,109,19
Riffle Sculpin,105,20
Riffle Sculpin,108,24
Riffle Sculpin,102,17
Riffle Sculpin,96,13
Riffle Sculpin,115,19
Rainbow Trout,165,36
Rainbow Trout,63,0
Rainbow Trout,72,2
Rainbow Trout,72,3
Rainbow Trout,117,8
Rainbow Trout,73,3
Rainbow Trout,80,4
Rainbow Trout,62,3
Rainbow Trout,68,2
Rainbow Trout,75,4
Rainbow Trout,66,3
Rainbow Trout,50,3
Rainbow Trout,76,5
Rainbow Trout,60,0
Rainbow Trout,116,18
Rainbow Trout,190,72
Rainbow Trout,68,3
Rainbow Trout,81,7
Rainbow Trout,60,2
Rainbow Trout,71,4
Rainbow Trout,58,2
Rainbow Trout,128,20
Rainbow Trout,146,34
Rainbow Trout,237,141
Rainbow Trout,189,73
Rainbow Trout,173,47
Rainbow Trout,64,2
Rainbow Trout,80,5
Rainbow Trout,79,3
Rainbow Trout,60,1
Rainbow Trout,75,2
Rainbow Trout,85,0
Rainbow Trout,56,0
Rainbow Trout,73,5
Rainbow Trout,72,4
Rainbow Trout,71,3
Rainbow Trout,75,4
Rainbow Trout,56,1
Rainbow Trout,67,3
Rainbow Trout,72,4
Rainbow Trout,61,2
Rainbow Trout,186,67
Rainbow Trout,49,1
Rainbow Trout,229,132
Rainbow Trout,62,3
Rainbow Trout,68,3
Rainbow Trout,45,1
Rainbow Trout,377,429
Rainbow Trout,294,241
Rainbow Trout,264,187
Rainbow Trout,256,158
Rainbow Trout,187,70
Rainbow Trout,166,45
Rainbow Trout,158,40
Rainbow Trout,163,42
Rainbow Trout,143,26
Rainbow Trout,161,41
Rainbow Trout,175,49
Rainbow Trout,156,34
Rainbow Trout,90,7
Rainbow Trout,76,4
Rainbow Trout,70,3
Rainbow Trout,80,6
Rainbow Trout,65,4
Rainbow Trout,87,7
Rainbow Trout,74,4
Rainbow Trout,237,138
Rainbow Trout,226,121
Rainbow Trout,241,136
Rainbow Trout,186,62
Rainbow Trout,169,48
Rainbow Trout,160,41
Rainbow Trout,151,31
Rainbow Trout,131,21
Rainbow Trout,125,18
Rainbow Trout,117,11
Rainbow Trout,96,8
Rainbow Trout,83,6
Rainbow Trout,82,4
Rainbow Trout,83,5
Rainbow Trout,85,6
Rainbow Trout,65,2
Rainbow Trout,71,3
Rainbow Trout,76,4
Rainbow Trout,67,3
Rainbow Trout,69,2
Rainbow Trout,64,2
Rainbow Trout,64,2
Rainbow Trout,66,2
Rainbow Trout,65,2
Rainbow Trout,56,1
Rainbow Trout,61,2
Rainbow Trout,65,3
Rainbow Trout,67,3
Rainbow Trout,176,57
Rainbow Trout,200,74
Rainbow Trout,178,58
Rainbow Trout,171,49
Rainbow Trout,174,58
Rainbow Trout,131,28
Rainbow Trout,74,4
Rainbow Trout,72,5
Rainbow Trout,124,19
Rainbow Trout,81,7
Rainbow Trout,72,6
Rainbow Trout,76,7
Rainbow Trout,98,9
Rainbow Trout,78,5
Rainbow Trout,83,6
Rainbow Trout,78,6
Rainbow Trout,67,4
Rainbow Trout,70,4
Rainbow Trout,75,5
Rainbow Trout,56,1
Rainbow Trout,66,2
Rainbow Trout,57,1
Rainbow Trout,54,1
Rainbow Trout,75,3
Rainbow Trout,64,4
Rainbow Trout,61,2
Rainbow Trout,63,2
Rainbow Trout,60,2
Rainbow Trout,297,220
Rainbow Trout,193,78
Rainbow Trout,241,126
Rainbow Trout,238,123
Rainbow Trout,220,107
Rainbow Trout,200,89
Rainbow Trout,212,88
Rainbow Trout,180,57
Rainbow Trout,181,59
Rainbow Trout,173,51
Rainbow Trout,178,58
Rainbow Trout,161,43
Rainbow Trout,171,51
Rainbow Trout,176,58
Rainbow Trout,186,62
Rainbow Trout,137,25
Rainbow Trout,135,22
Rainbow Trout,144,32
Rainbow Trout,140,26
Rainbow Trout,80,6
Rainbow Trout,54,3
Rainbow Trout,72,5
Rainbow Trout,85,5
Rainbow Trout,92,8
Rainbow Trout,94,8
Rainbow Trout,79,4
Rainbow Trout,117,16
Rainbow Trout,78,4
Rainbow Trout,90,4
Rainbow Trout,158,47
Rainbow Trout,141,26
Rainbow Trout,146,33
Rainbow Trout,55,3
Rainbow Trout,104,12
Rainbow Trout,157,36
Rainbow Trout,84,8
Rainbow Trout,210,117
Rainbow Trout,70,4
Rainbow Trout,68,2
Rainbow Trout,46,1
Rainbow Trout,53,1
Rainbow Trout,72,4
Rainbow Trout,60,2
Rainbow Trout,77,5
Rainbow Trout,58,1
Rainbow Trout,75,4
Rainbow Trout,89,6
Rainbow Trout,81,3
Rainbow Trout,82,4
Rainbow Trout,72,4
Rainbow Trout,67,2
Rainbow Trout,290,224
Rainbow Trout,281,198
Rainbow Trout,182,60
Rainbow Trout,120,14
Rainbow Trout,55,1
Rainbow Trout,190,71
Rainbow Trout,181,73
Rainbow Trout,190,79
Rainbow Trout,79,4
Rainbow Trout,83,4
Rainbow Trout,70,3
Rainbow Trout,71,2
Rainbow Trout,85,0
Rainbow Trout,105,9
Rainbow Trout,71,2
Rainbow Trout,95,9
Rainbow Trout,190,62
Rainbow Trout,67,2
Rainbow Trout,88,5
Rainbow Trout,81,5
Rainbow Trout,77,3
Rainbow Trout,174,60
Rainbow Trout,78,3
Rainbow Trout,128,8
Rainbow Trout,76,4
Rainbow Trout,160,40
Rainbow Trout,219,88
Rainbow Trout,171,58
Rainbow Trout,68,2
Rainbow Trout,100,0
Rainbow Trout,180,64
Rainbow Trout,209,93
Rainbow Trout,161,42
Rainbow Trout,87,4
Rainbow Trout,70,1
Rainbow Trout,80,2
Rainbow Trout,86,6
Rainbow Trout,69,1
Rainbow Trout,64,1
Rainbow Trout,142,29
Rainbow Trout,70,3
Rainbow Trout,108,12
Rainbow Trout,71,4
Rainbow Trout,65,1
Rainbow Trout,76,4
Rainbow Trout,74,5
Rainbow Trout,76,4
Rainbow Trout,66,4
Rainbow Trout,72,5
Rainbow Trout,70,4
Rainbow Trout,62,3
Rainbow Trout,63,2
Rainbow Trout,65,3
Rainbow Trout,64,3
Rainbow Trout,72,3
Rainbow Trout,62,2
Rainbow Trout,85,7
Rainbow Trout,90,7
Rainbow Trout,144,29
Rainbow Trout,134,28
Rainbow Trout,142,30
Rainbow Trout,162,42
Rainbow Trout,68,4
Rainbow Trout,178,60
Rainbow Trout,98,11
Rainbow Trout,95,10
Rainbow Trout,81,8
Rainbow Trout,81,8
Rainbow Trout,74,7
Rainbow Trout,60,5
Rainbow Trout,60,5
Rainbow Trout,64,5
Rainbow Trout,61,5
Rainbow Trout,68,3
Rainbow Trout,67,3
Rainbow Trout,62,2
Rainbow Trout,52,1
Rainbow Trout,78,4
Rainbow Trout,68,3
Rainbow Trout,56,1
Rainbow Trout,68,3
Rainbow Trout,82,5
Rainbow Trout,185,67
Rainbow Trout,163,46
Rainbow Trout,268,170
Rainbow Trout,172,58
Rainbow Trout,87,7
Rainbow Trout,88,7
Rainbow Trout,156,49
Rainbow Trout,199,77
Rainbow Trout,69,4
Rainbow Trout,77,4
Rainbow Trout,55,1
Rainbow Trout,80,4
Rainbow Trout,70,2
Rainbow Trout,129,20
Rainbow Trout,58,1
Rainbow Trout,65,3
Rainbow Trout,73,5
Rainbow Trout,286,235
Rainbow Trout,163,50
Rainbow Trout,67,3
Rainbow Trout,66,3
Rainbow Trout,80,4
Rainbow Trout,127,21
Rainbow Trout,137,31
Rainbow Trout,58,1
Rainbow Trout,161,39
Rainbow Trout,56,1
Rainbow Trout,85,5
Rainbow Trout,83,6
Rainbow Trout,56,1
Rainbow Trout,59,2
Rainbow Trout,65,2
Rainbow Trout,68,3
Rainbow Trout,84,5
Rainbow Trout,77,4
Rainbow Trout,78,5
Rainbow Trout,84,6
Rainbow Trout,65,2
Rainbow Trout,67,3
Rainbow Trout,82,6
Rainbow Trout,155,38
Rainbow Trout,58,1
Rainbow Trout,73,4
Rainbow Trout,82,7
Rainbow Trout,63,1
Rainbow Trout,65,1
Rainbow Trout,178,60
Rainbow Trout,184,61
Rainbow Trout,162,39
Rainbow Trout,176,57
Rainbow Trout,63,2
Rainbow Trout,144,32
Rainbow Trout,173,61
Rainbow Trout,69,4
Rainbow Trout,194,95
Rainbow Trout,70,3
Rainbow Trout,67,2
Rainbow Trout,58,1
Rainbow Trout,55,1
Rainbow Trout,55,1
Rainbow Trout,77,4
Rainbow Trout,65,2
Rainbow Trout,73,4
Rainbow Trout,63,2
Rainbow Trout,85,6
Rainbow Trout,58,1
Rainbow Trout,72,3
Rainbow Trout,125,22
Rainbow Trout,176,53
Rainbow Trout,92,8
Rainbow Trout,65,3
Rainbow Trout,70,4
Rainbow Trout,179,66
Rainbow Trout,70,4
Rainbow Trout,202,90
Rainbow Trout,158,42
Rainbow Trout,102,12
Rainbow Trout,230,136
Rainbow Trout,203,93
Rainbow Trout,79,6
Rainbow Trout,137,23
Rainbow Trout,68,3
Rainbow Trout,68,3
Rainbow Trout,208,92
Rainbow Trout,80,6
Rainbow Trout,60,2
Rainbow Trout,57,2
Rainbow Trout,159,45
Rainbow Trout,243,157
Rainbow Trout,77,5
Rainbow Trout,73,7
Rainbow Trout,101,12
Rainbow Trout,94,9
Rainbow Trout,82,5
Rainbow Trout,56,3
Rainbow Trout,66,4
Rainbow Trout,67,5
Rainbow Trout,69,3
Rainbow Trout,81,5
Rainbow Trout,77,4
Rainbow Trout,71,3
Rainbow Trout,61,1
Rainbow Trout,72,4
Rainbow Trout,66,2
Rainbow Trout,77,4
Rainbow Trout,71,5
Rainbow Trout,66,2
Rainbow Trout,59,1
Rainbow Trout,70,3
Rainbow Trout,66,2
Rainbow Trout,309,325
Rainbow Trout,261,168
Rainbow Trout,232,133
Rainbow Trout,208,91
Rainbow Trout,198,75
Rainbow Trout,174,53
Rainbow Trout,173,60
Rainbow Trout,174,55
Rainbow Trout,80,5
Rainbow Trout,94,8
Rainbow Trout,73,3
Rainbow Trout,65,3
Rainbow Trout,66,2
Rainbow Trout,75,4
Rainbow Trout,92,8
Rainbow Trout,228,140
Rainbow Trout,283,233
Rainbow Trout,231,120
Rainbow Trout,140,27
Rainbow Trout,173,52
Rainbow Trout,153,32
Rainbow Trout,149,38
Rainbow Trout,156,37
Rainbow Trout,134,24
Rainbow Trout,130,21
Rainbow Trout,90,7
Rainbow Trout,87,5
Rainbow Trout,141,27
Rainbow Trout,77,4
Rainbow Trout,83,4
Rainbow Trout,66,3
Rainbow Trout,95,8
Rainbow Trout,71,3
Rainbow Trout,288,254
Rainbow Trout,233,119
Rainbow Trout,105,13
Rainbow Trout,213,93
Rainbow Trout,211,85
Rainbow Trout,180,59
Rainbow Trout,200,80
Rainbow Trout,188,62
Rainbow Trout,186,60
Rainbow Trout,98,11
Rainbow Trout,60,4
Rainbow Trout,65,3
Rainbow Trout,76,5
Rainbow Trout,67,3
Rainbow Trout,78,5
Rainbow Trout,70,3
Rainbow Trout,70,4
Rainbow Trout,70,4
Rainbow Trout,65,3
Rainbow Trout,67,3
Rainbow Trout,54,2
Rainbow Trout,61,3
Rainbow Trout,44,1
Rainbow Trout,232,138
Rainbow Trout,190,63
Rainbow Trout,161,43
Rainbow Trout,176,52
Rainbow Trout,147,30
Rainbow Trout,141,28
Rainbow Trout,109,11
Rainbow Trout,78,4
Rainbow Trout,99,9
Rainbow Trout,110,13
Rainbow Trout,81,5
Rainbow Trout,86,6
Rainbow Trout,70,2
Rainbow Trout,72,3
Rainbow Trout,70,3
