CNAME,LENGTH,WEIGHT
Rainbow Trout,100,0
Rainbow Trout,125,0
Rainbow Trout,97,0
Rainbow Trout,102,0
Rainbow Trout,127,0
Rainbow Trout,80,0
Rainbow Trout,99,0
Rainbow Trout,93,0
Rainbow Trout,104,0
Rainbow Trout,56,0
Rainbow Trout,55,0
Rainbow Trout,60,0
Rainbow Trout,120,0
Rainbow Trout,100,0
Rainbow Trout,48,0
Rainbow Trout,49,0
Rainbow Trout,42,0
Rainbow Trout,45,0
Rainbow Trout,52,0
Rainbow Trout,42,0
Rainbow Trout,47,0
Rainbow Trout,71,0
Rainbow Trout,98,0
Rainbow Trout,120,0
Rainbow Trout,91,0
Rainbow Trout,152,0
Rainbow Trout,162,0
Rainbow Trout,142,0
Rainbow Trout,99,0
Rainbow Trout,132,0
Rainbow Trout,94,0
Rainbow Trout,103,0
Rainbow Trout,55,0
Rainbow Trout,160,0
Rainbow Trout,55,0
Rainbow Trout,88,0
Rainbow Trout,58,0
Rainbow Trout,60,0
Rainbow Trout,90,0
Rainbow Trout,40,0
Rainbow Trout,45,0
Rainbow Trout,91,0
Rainbow Trout,81,0
Rainbow Trout,125,0
Rainbow Trout,92,0
Rainbow Trout,62,0
Rainbow Trout,43,0
Rainbow Trout,86,0
Rainbow Trout,47,0
Rainbow Trout,50,0
Rainbow Trout,85,0
Rainbow Trout,88,0
Rainbow Trout,90,0
Rainbow Trout,98,0
Rainbow Trout,96,0
Rainbow Trout,91,0
Rainbow Trout,92,0
Rainbow Trout,100,0
Rainbow Trout,124,0
Rainbow Trout,131,0
Rainbow Trout,128,0
Rainbow Trout,48,0
Rainbow Trout,55,0
Rainbow Trout,125,0
Rainbow Trout,138,0
Rainbow Trout,129,0
Rainbow Trout,104,0
Rainbow Trout,138,0
Rainbow Trout,98,0
Rainbow Trout,51,0
Rainbow Trout,130,0
Rainbow Trout,60,0
Rainbow Trout,101,0
Rainbow Trout,50,0
Rainbow Trout,90,0
Rainbow Trout,59,0
Rainbow Trout,95,0
Rainbow Trout,84,0
Rainbow Trout,153,0
Rainbow Trout,137,0
Rainbow Trout,128,0
Rainbow Trout,142,0
Rainbow Trout,140,0
Rainbow Trout,45,0
Rainbow Trout,155,0
Rainbow Trout,135,0
Rainbow Trout,172,0
Rainbow Trout,163,0
Rainbow Trout,150,0
Rainbow Trout,180,0
Rainbow Trout,179,0
Rainbow Trout,183,0
Rainbow Trout,195,86
Rainbow Trout,166,60
California Roach,67,3.8
California Roach,31,0.5
California Roach,61,3.9
California Roach,70,2.8
California Roach,56,2.3
California Roach,55,2.4
California Roach,57,2.7
California Roach,71,4.9
California Roach,60,2.6
California Roach,30,0.5
California Roach,54,2.5
California Roach,70,4.5
California Roach,55,2.7
California Roach,65,3.8
California Roach,40,0.5
Sacramento Sucker,192,80
Sacramento Sucker,91,8
Sacramento Sucker,110,15
Sacramento Sucker,95,10
Sacramento Sucker,89,7.3
Sacramento Sucker,110,17
Sacramento Sucker,175,60
Sacramento Sucker,142,31
Sacramento Sucker,91,7.3
Sacramento Sucker,180,56
Sacramento Sucker,130,0
Sacramento Sucker,125,24
Green Sunfish,144,50
Green Sunfish,133,45
Green Sunfish,87,12.5
Largemouth Bass,340,566
Largemouth Bass,374,696
Largemouth Bass,340,566
Largemouth Bass,374,696
Largemouth Bass,305,384
Largemouth Bass,418,1190
Largemouth Bass,303,436
Largemouth Bass,448,512
Spotted Bass,233,168
Spotted Bass,264,214
Spotted Bass,233,166
Spotted Bass,186,90
Spotted Bass,185,80
Rainbow Trout,247,156
Bluegill,85,20
Bluegill,95,1
Bluegill,90,10
Bluegill,91,4
Bluegill,110,14
Bluegill,95,8
Bluegill,75,10
Bluegill,74,1
Bluegill,79,8
Bluegill,65,1
Goldfish,384,1514
Goldfish,360,1254
Largemouth Bass,376,842
Largemouth Bass,374,794
Largemouth Bass,295,366
Largemouth Bass,415,1084
Largemouth Bass,358,748
Largemouth Bass,342,620
Largemouth Bass,355,704
Largemouth Bass,345,700
Largemouth Bass,455,1476
Largemouth Bass,365,828
Largemouth Bass,358,718
Largemouth Bass,251,148
Bluegill,132,42
Bluegill,179,126
Bluegill,93,4
Bluegill,43,4
Spotted Bass,119,20
Spotted Bass,198,76
Largemouth Bass,430,1120
Largemouth Bass,400,970
Largemouth Bass,440,1039
Largemouth Bass,350,600
Largemouth Bass,265,210
Largemouth Bass,260,208
Largemouth Bass,370,820
Largemouth Bass,270,245
Largemouth Bass,290,361
Largemouth Bass,240,208
Largemouth Bass,435,1214
Largemouth Bass,410,990
Largemouth Bass,250,186
Largemouth Bass,240,170
Largemouth Bass,390,843
Largemouth Bass,410,1014
Largemouth Bass,240,185
Largemouth Bass,185,385
Largemouth Bass,280,263
Largemouth Bass,260,208
Largemouth Bass,340,455
Largemouth Bass,270,219
Largemouth Bass,295,290
Largemouth Bass,240,160
Largemouth Bass,395,970
Largemouth Bass,360,640
Largemouth Bass,255,130
Largemouth Bass,250,199
Largemouth Bass,280,181
Largemouth Bass,205,108
Largemouth Bass,390,730
Largemouth Bass,360,612
Largemouth Bass,275,256
Largemouth Bass,240,156
Largemouth Bass,245,175
Largemouth Bass,190,102
Largemouth Bass,380,1290
Largemouth Bass,290,216
Largemouth Bass,270,238
Largemouth Bass,225,122
Largemouth Bass,290,336
Largemouth Bass,380,782
Largemouth Bass,390,813
Largemouth Bass,340,520
Largemouth Bass,225,222
Largemouth Bass,690,269
Largemouth Bass,260,163
Largemouth Bass,275,249
Spotted Bass,320,358
Spotted Bass,210,114
Spotted Bass,240,165
Spotted Bass,265,217
Spotted Bass,314,304
Spotted Bass,228,115
Spotted Bass,180,57
Spotted Bass,240,80
Spotted Bass,230,145
Spotted Bass,200,91
Spotted Bass,215,208
Spotted Bass,390,689
Spotted Bass,330,407
Spotted Bass,295,150
Spotted Bass,325,363
Spotted Bass,180,65
Black Crappie,170,136
Black Crappie,185,142
Bluegill,175,242
Bluegill,90,99
Bluegill,115,79
Bluegill,95,85
Bluegill,95,85
Bluegill,170,83
Bluegill,360,82
Bluegill,360,608
Black Crappie,175,82
Largemouth Bass,320,400
Largemouth Bass,265,213
Largemouth Bass,245,166
Largemouth Bass,370,712
Largemouth Bass,250,170
Largemouth Bass,250,190
Largemouth Bass,220,114
Largemouth Bass,245,167
Largemouth Bass,230,135
Largemouth Bass,400,900
Largemouth Bass,220,126
Largemouth Bass,345,483
Largemouth Bass,215,104
Largemouth Bass,255,207
Largemouth Bass,175,76
Largemouth Bass,390,747
Largemouth Bass,250,215
Largemouth Bass,125,40
Largemouth Bass,430,1185
Largemouth Bass,355,600
Largemouth Bass,320,401
Largemouth Bass,330,437
Largemouth Bass,250,190
Largemouth Bass,250,195
Largemouth Bass,255,211
Largemouth Bass,280,258
Largemouth Bass,400,797
Largemouth Bass,285,262
Largemouth Bass,300,340
Largemouth Bass,325,122
Largemouth Bass,245,159
Largemouth Bass,390,662
Largemouth Bass,295,308
Spotted Bass,230,130
Spotted Bass,210,182
Spotted Bass,210,80
Spotted Bass,140,55
Spotted Bass,385,740
Spotted Bass,300,315
Spotted Bass,210,114
Spotted Bass,375,608
Spotted Bass,250,180
Spotted Bass,240,152
Spotted Bass,210,87
Spotted Bass,400,647
Spotted Bass,205,89
Spotted Bass,250,167
Spotted Bass,260,194
Spotted Bass,215,105
Spotted Bass,270,250
Spotted Bass,205,89
Spotted Bass,205,82
Spotted Bass,180,65
Spotted Bass,425,705
Spotted Bass,330,380
Spotted Bass,195,98
Spotted Bass,265,198
Spotted Bass,210,94
Spotted Bass,198,72
Spotted Bass,215,104
Spotted Bass,185,72
Spotted Bass,170,55
Spotted Bass,365,622
Spotted Bass,355,679
Black Crappie,185,82
Bluegill,95,12
Bluegill,90,30
Bluegill,85,28
Bluegill,75,89
Bluegill,105,28
Bluegill,115,39
Bluegill,75,19
Bluegill,100,17
Redear Sunfish,105,25
Spotted Bass,193,76
Spotted Bass,165,47
Spotted Bass,182,67
Spotted Bass,180,67
Spotted Bass,200,84
Spotted Bass,205,124
Spotted Bass,225,103
Spotted Bass,200,76
Spotted Bass,255,182
Spotted Bass,230,131
Spotted Bass,185,61
Spotted Bass,250,180
Spotted Bass,205,100
Spotted Bass,100,14
Spotted Bass,145,30
Largemouth Bass,270,216
Largemouth Bass,90,10
Green Sunfish,160,14
Green Sunfish,82,4
Redeye Bass,190,120
Redeye Bass,270,388
Redeye Bass,250,331
Redeye Bass,172,103
Redeye Bass,140,53
Channel Catfish,315,0
Channel Catfish,380,0
Channel Catfish,310,0
Channel Catfish,290,0
Channel Catfish,320,0
Redeye Bass,205,167
California Roach,62,1
California Roach,46,1
California Roach,66,3
California Roach,75,5
California Roach,63,3
California Roach,65,3
California Roach,51,2
California Roach,46,1
California Roach,48,2
California Roach,70,4
California Roach,83,5
California Roach,66,3
California Roach,66,3
California Roach,53,2
California Roach,93,10
California Roach,81,5
California Roach,57,3
California Roach,64,3
California Roach,54,2
California Roach,64,2
California Roach,35,1
California Roach,38,1
California Roach,68,4
California Roach,86,10
California Roach,65,3
California Roach,66,2
California Roach,76,5
California Roach,53,2
California Roach,71,5
California Roach,89,9
California Roach,40,1
California Roach,62,3
California Roach,69,1
California Roach,35,1
California Roach,63,3
California Roach,62,4
California Roach,64,3
California Roach,72,5
California Roach,82,5
California Roach,66,4
California Roach,58,2
California Roach,62,3
California Roach,44,1
California Roach,99,12
California Roach,95,2
California Roach,62,3
California Roach,65,3
California Roach,35,1
California Roach,62,2
California Roach,53,3
California Roach,45,2
California Roach,59,3
California Roach,31,1
California Roach,69,4
California Roach,39,1
California Roach,41,1
California Roach,72,4
California Roach,55,2
California Roach,66,3
California Roach,52,2
California Roach,59,2
California Roach,37,1
California Roach,44,2
California Roach,60,2
California Roach,64,3
California Roach,79,5
California Roach,90,9
California Roach,65,1
California Roach,55,2
California Roach,66,3
California Roach,60,3
California Roach,62,2
California Roach,61,3
California Roach,55,2
California Roach,55,3
California Roach,81,7
California Roach,65,3
California Roach,48,2
California Roach,55,2
California Roach,67,4
California Roach,51,1
California Roach,66,4
California Roach,61,2
California Roach,72,4
California Roach,73,4
California Roach,65,3
California Roach,58,4
California Roach,57,2
California Roach,40,1
California Roach,67,3
California Roach,63,3
California Roach,51,4
California Roach,59,3
California Roach,62,3
California Roach,64,3
California Roach,55,1
California Roach,74,5
California Roach,65,3
California Roach,43,1
California Roach,64,3
California Roach,55,3
California Roach,41,1
California Roach,60,3
California Roach,42,1
California Roach,50,2
California Roach,52,2
California Roach,35,1
California Roach,61,3
California Roach,35,1
California Roach,57,2
California Roach,84,7
California Roach,47,1
California Roach,30,1
California Roach,66,4
California Roach,79,6
California Roach,42,1
California Roach,64,3
California Roach,37,1
California Roach,74,5
California Roach,72,4
California Roach,67,4
California Roach,61,3
California Roach,71,5
California Roach,41,1
California Roach,65,3
California Roach,68,3
California Roach,76,5
California Roach,67,3
California Roach,44,1
California Roach,58,3
California Roach,78,6
California Roach,72,4
California Roach,74,5
California Roach,55,1
California Roach,64,4
California Roach,49,2
California Roach,65,3
California Roach,44,1
California Roach,68,4
California Roach,72,4
California Roach,45,1
California Roach,72,5
California Roach,77,4
California Roach,66,4
California Roach,68,3
California Roach,96,6
California Roach,44,1
California Roach,77,6
California Roach,86,8
California Roach,56,2
California Roach,57,2
California Roach,37,1
California Roach,44,1
California Roach,68,4
California Roach,39,1
California Roach,67,4
California Roach,70,4
California Roach,61,2
California Roach,40,1
California Roach,39,1
California Roach,47,1
Rainbow Trout,130,22
Rainbow Trout,115,19
Rainbow Trout,112,15
Rainbow Trout,101,11
Rainbow Trout,91,9
Rainbow Trout,51,1
Rainbow Trout,102,12
Rainbow Trout,111,15
Rainbow Trout,58,0
Rainbow Trout,53,2
Rainbow Trout,163,0
Rainbow Trout,48,0
Rainbow Trout,56,2
Rainbow Trout,46,0
Largemouth Bass,70,10
Largemouth Bass,160,60
Largemouth Bass,185,80
Largemouth Bass,95,20
Largemouth Bass,80,10
Largemouth Bass,25,0
Largemouth Bass,20,0
Largemouth Bass,90,10
Largemouth Bass,130,30
Largemouth Bass,143,40
Largemouth Bass,100,20
Largemouth Bass,125,30
Largemouth Bass,100,20
Largemouth Bass,95,10
Largemouth Bass,80,10
Largemouth Bass,80,10
Largemouth Bass,85,10
Largemouth Bass,102,20
Largemouth Bass,79,10
Largemouth Bass,78,20
Largemouth Bass,84,10
Largemouth Bass,78,10
Largemouth Bass,84,20
Largemouth Bass,95,20
Brown Trout,205,100
Brown Trout,165,60
Brown Trout,143,30
Brown Trout,67,0
Rainbow Trout,50,0
Brown Trout,155,40
Brown Trout,141,50
Brown Trout,26,0
Brown Trout,25,0
Brown Trout,30,0
Brown Trout,53,0
Brown Trout,22,0
Brown Trout,34,0
California Roach,60,0
California Roach,52,0
California Roach,59,0
California Roach,27,0
California Roach,26,0
Smallmouth Bass,60,10
Rainbow Trout,173,50
Rainbow Trout,127,20
Rainbow Trout,125,20
Rainbow Trout,110,20
Rainbow Trout,131,20
Rainbow Trout,98,10
Rainbow Trout,145,25
Rainbow Trout,104,10
Rainbow Trout,122,20
Rainbow Trout,147,40
Rainbow Trout,173,60
Rainbow Trout,130,20
Rainbow Trout,133,20
Rainbow Trout,148,30
Rainbow Trout,138,25
Rainbow Trout,119,20
Rainbow Trout,120,20
Rainbow Trout,165,50
Rainbow Trout,105,10
Rainbow Trout,133,25
Rainbow Trout,80,0
Rainbow Trout,85,0
Rainbow Trout,118,10
Rainbow Trout,103,10
Rainbow Trout,127,20
Rainbow Trout,77,0
Rainbow Trout,115,10
Rainbow Trout,107,10
Rainbow Trout,83,0
Rainbow Trout,100,10
Rainbow Trout,122,20
Rainbow Trout,82,0
Rainbow Trout,117,20
Rainbow Trout,115,20
Rainbow Trout,98,0
Rainbow Trout,95,0
Rainbow Trout,68,0
Rainbow Trout,115,20
Rainbow Trout,94,0
Rainbow Trout,115,20
Rainbow Trout,108,10
Rainbow Trout,108,10
Rainbow Trout,85,0
Rainbow Trout,85,0
Rainbow Trout,91,0
Rainbow Trout,120,10
Rainbow Trout,89,0
Rainbow Trout,84,0
Rainbow Trout,119,20
Rainbow Trout,78,0
Rainbow Trout,85,0
Rainbow Trout,65,0
Rainbow Trout,81,0
Rainbow Trout,83,5
Rainbow Trout,82,5
Rainbow Trout,92,7
Rainbow Trout,73,5
Rainbow Trout,83,9
Rainbow Trout,57,0
Rainbow Trout,65,0
Rainbow Trout,77,5
Rainbow Trout,66,0
Rainbow Trout,99,10
Rainbow Trout,90,5
Rainbow Trout,56,0
Rainbow Trout,59,0
Rainbow Trout,63,0
Rainbow Trout,61,0
Rainbow Trout,87,9
Rainbow Trout,90,10
Rainbow Trout,92,10
Rainbow Trout,103,12
Rainbow Trout,87,8
Rainbow Trout,145,31
Rainbow Trout,65,0
Rainbow Trout,62,0
Rainbow Trout,65,0
Rainbow Trout,84,0
Rainbow Trout,103,12
Rainbow Trout,104,10
Rainbow Trout,84,0
Rainbow Trout,131,28
Rainbow Trout,83,0
Rainbow Trout,91,0
Rainbow Trout,118,15
Rainbow Trout,97,5
Rainbow Trout,59,0
Rainbow Trout,135,28
Rainbow Trout,148,35
Rainbow Trout,60,0
Rainbow Trout,56,0
Rainbow Trout,101,10
Rainbow Trout,87,0
Rainbow Trout,100,10
Rainbow Trout,140,30
Rainbow Trout,97,0
Rainbow Trout,123,22
Rainbow Trout,92,0
Rainbow Trout,104,12
Rainbow Trout,98,0
Rainbow Trout,73,0
Rainbow Trout,125,15
Rainbow Trout,108,10
Rainbow Trout,135,28
Rainbow Trout,90,0
Rainbow Trout,106,12
Rainbow Trout,88,0
Rainbow Trout,132,25
Rainbow Trout,108,12
Rainbow Trout,129,0
Rainbow Trout,55,0
Rainbow Trout,104,10
Rainbow Trout,73,0
Rainbow Trout,78,0
Rainbow Trout,83,0
Rainbow Trout,65,0
Rainbow Trout,103,11
Rainbow Trout,58,0
Rainbow Trout,96,0
Rainbow Trout,110,18
Rainbow Trout,85,0
Rainbow Trout,95,0
Rainbow Trout,58,0
Rainbow Trout,80,0
Rainbow Trout,105,0
Rainbow Trout,77,0
Rainbow Trout,127,29
Rainbow Trout,104,12
Rainbow Trout,88,0
Rainbow Trout,50,0
Rainbow Trout,52,0
Rainbow Trout,70,0
Rainbow Trout,134,23
Rainbow Trout,143,30
Rainbow Trout,65,3
Rainbow Trout,155,48
Rainbow Trout,100,10
Rainbow Trout,144,35
Rainbow Trout,185,83
Rainbow Trout,120,18
Rainbow Trout,155,45
Rainbow Trout,192,74
Rainbow Trout,107,12
Rainbow Trout,103,13
Rainbow Trout,117,19
Rainbow Trout,142,35
Rainbow Trout,131,31
Rainbow Trout,128,22
Rainbow Trout,140,34
Rainbow Trout,146,41
Rainbow Trout,128,25
Rainbow Trout,145,38
Rainbow Trout,115,0
Rainbow Trout,117,0
Rainbow Trout,73,0
Rainbow Trout,106,0
Rainbow Trout,121,0
Rainbow Trout,67,0
Rainbow Trout,80,0
Rainbow Trout,74,0
Rainbow Trout,109,0
Rainbow Trout,128,0
Rainbow Trout,78,0
Rainbow Trout,75,0
Rainbow Trout,75,0
Rainbow Trout,109,0
Rainbow Trout,120,0
Rainbow Trout,93,0
Rainbow Trout,69,0
Rainbow Trout,69,0
Rainbow Trout,70,0
Rainbow Trout,74,0
Rainbow Trout,64,0
Rainbow Trout,75,0
Rainbow Trout,84,0
Rainbow Trout,58,0
Rainbow Trout,70,0
Rainbow Trout,70,0
Rainbow Trout,70,0
Rainbow Trout,62,0
Rainbow Trout,79,0
Rainbow Trout,58,0
Rainbow Trout,63,0
Rainbow Trout,138,0
Rainbow Trout,118,0
Rainbow Trout,151,0
Rainbow Trout,75,0
Rainbow Trout,71,0
Rainbow Trout,72,0
Rainbow Trout,66,0
Rainbow Trout,74,0
Rainbow Trout,112,0
Rainbow Trout,138,0
Rainbow Trout,63,0
Rainbow Trout,71,0
Rainbow Trout,122,0
Rainbow Trout,75,0
Rainbow Trout,73,0
Rainbow Trout,73,0
Rainbow Trout,70,0
Rainbow Trout,64,0
Rainbow Trout,64,0
Rainbow Trout,71,0
Rainbow Trout,155,45
Rainbow Trout,158,44
Rainbow Trout,149,35
Rainbow Trout,71,4
Rainbow Trout,72,4
Rainbow Trout,68,3
Rainbow Trout,64,3
Rainbow Trout,74,4
Rainbow Trout,72,5
Rainbow Trout,58,2
Rainbow Trout,152,38
Rainbow Trout,129,26
Rainbow Trout,140,34
Rainbow Trout,167,51
Rainbow Trout,118,19
Rainbow Trout,112,17
Rainbow Trout,101,11
Rainbow Trout,122,23
Rainbow Trout,109,14
Rainbow Trout,142,34
Rainbow Trout,142,34
Rainbow Trout,168,61
Rainbow Trout,135,27
Rainbow Trout,122,21
Rainbow Trout,103,13
Rainbow Trout,138,31
Rainbow Trout,137,31
Rainbow Trout,148,38
Rainbow Trout,140,31
Rainbow Trout,128,25
Rainbow Trout,98,0
Rainbow Trout,74,0
Rainbow Trout,128,0
Rainbow Trout,106,0
Rainbow Trout,126,0
Rainbow Trout,118,0
Rainbow Trout,114,0
Rainbow Trout,63,0
Rainbow Trout,78,0
Rainbow Trout,78,0
Rainbow Trout,64,0
Rainbow Trout,114,0
Rainbow Trout,71,0
Rainbow Trout,129,0
Rainbow Trout,98,0
Rainbow Trout,64,0
Rainbow Trout,119,0
Rainbow Trout,73,0
Rainbow Trout,127,0
Rainbow Trout,73,0
Rainbow Trout,157,0
Rainbow Trout,69,0
Rainbow Trout,71,0
Rainbow Trout,61,0
Rainbow Trout,69,0
Rainbow Trout,115,0
Rainbow Trout,122,0
Rainbow Trout,117,0
Rainbow Trout,127,0
Rainbow Trout,115,0
Rainbow Trout,70,0
Rainbow Trout,141,0
Rainbow Trout,70,0
Rainbow Trout,100,0
Rainbow Trout,72,0
Rainbow Trout,85,0
Rainbow Trout,73,0
Rainbow Trout,71,0
Rainbow Trout,68,0
Rainbow Trout,68,0
Rainbow Trout,142,0
Rainbow Trout,69,0
Rainbow Trout,69,0
Rainbow Trout,112,0
Rainbow Trout,72,0
Rainbow Trout,125,0
Rainbow Trout,107,0
Rainbow Trout,113,0
Rainbow Trout,71,0
Rainbow Trout,64,0
Rainbow Trout,67,0
Rainbow Trout,61,0
Rainbow Trout,79,0
Rainbow Trout,72,0
Rainbow Trout,67,0
Rainbow Trout,63,0
Rainbow Trout,62,0
Rainbow Trout,108,0
Rainbow Trout,74,0
Rainbow Trout,70,0
Rainbow Trout,113,0
Rainbow Trout,121,0
Rainbow Trout,69,0
Rainbow Trout,57,0
Rainbow Trout,70,0
Rainbow Trout,81,0
Rainbow Trout,64,0
Rainbow Trout,64,0
California Roach,69,4
California Roach,68,4
California Roach,48,1
California Roach,91,12
California Roach,52,2
California Roach,67,5
California Roach,72,6
California Roach,76,6
California Roach,68,5
California Roach,81,8
California Roach,95,12
California Roach,51,2
California Roach,85,9
California Roach,69,4
California Roach,74,6
California Roach,50,2
California Roach,68,5
California Roach,70,5
California Roach,73,6
California Roach,69,5
California Roach,54,2
California Roach,49,2
Green Sunfish,135,68
Green Sunfish,155,89
Green Sunfish,185,143
Green Sunfish,115,25
Green Sunfish,133,48
Green Sunfish,148,86
Green Sunfish,120,38
Green Sunfish,116,26
Green Sunfish,90,16
Green Sunfish,118,33
Green Sunfish,126,46
Green Sunfish,115,31
Green Sunfish,118,32
Green Sunfish,82,12
Green Sunfish,43,1
Green Sunfish,113,21
Largemouth Bass,91,11
Largemouth Bass,83,8
Largemouth Bass,74,5
Largemouth Bass,67,4
Largemouth Bass,68,4
Largemouth Bass,79,6
Largemouth Bass,84,8
Largemouth Bass,89,9
Largemouth Bass,82,8
Riffle Sculpin,85,8
Riffle Sculpin,76,5
Riffle Sculpin,100,16
Riffle Sculpin,82,8
Riffle Sculpin,85,7
Riffle Sculpin,85,8
Green Sunfish,90,15
Green Sunfish,91,14
Green Sunfish,135,48
Green Sunfish,64,4
Green Sunfish,60,4
California Roach,73,4
California Roach,42,1
California Roach,55,2
California Roach,74,5
California Roach,60,3
California Roach,43,1
California Roach,55,2
California Roach,62,4
California Roach,71,4
California Roach,64,3
California Roach,65,4
California Roach,56,2
California Roach,55,2
California Roach,52,2
California Roach,50,2
California Roach,70,4
California Roach,80,6
California Roach,96,9
California Roach,50,2
California Roach,64,3
California Roach,58,3
California Roach,61,3
California Roach,46,1
California Roach,60,3
California Roach,65,3
California Roach,55,2
California Roach,84,8
California Roach,74,5
California Roach,56,2
California Roach,88,7
California Roach,65,4
California Roach,74,5
California Roach,68,4
California Roach,59,3
California Roach,57,2
California Roach,59,2
California Roach,59,3
California Roach,60,3
California Roach,61,4
California Roach,73,5
California Roach,63,2
California Roach,60,2
California Roach,58,2
California Roach,62,2
California Roach,60,2
California Roach,57,2
California Roach,58,2
California Roach,62,3
California Roach,60,3
California Roach,75,5
Sacramento Sucker,110,15
California Roach,78,6
California Roach,68,4.7
California Roach,50,1.9
California Roach,35,0.5
California Roach,80,6.9
California Roach,55,2.1
California Roach,49,2.3
California Roach,99,12.6
California Roach,64,3.8
California Roach,58,2.6
California Roach,85,9.4
California Roach,55,2.4
California Roach,74,5.8
California Roach,73,5.7
California Roach,61,3.1
Sacramento Sucker,180,85
Sacramento Sucker,184,82
Sacramento Sucker,161,54
Sacramento Sucker,112,14.5
Sacramento Sucker,112,16
Sacramento Sucker,96,10.5
Sacramento Sucker,102,13.1
Sacramento Sucker,79,5.2
Sacramento Sucker,209,125
Sacramento Sucker,190,90
Sacramento Sucker,198,105
Sacramento Sucker,224,145
Sacramento Sucker,91,9.2
Sacramento Sucker,201,103
Sacramento Sucker,189,94
Sacramento Sucker,106,15.2
Sacramento Sucker,171,66
Sacramento Sucker,98,10.9
Sacramento Sucker,220,130
Rainbow Trout,284,230
Rainbow Trout,273,170
Rainbow Trout,254,180
Rainbow Trout,379,699
Rainbow Trout,249,163
Rainbow Trout,215,115
Rainbow Trout,263,210
Rainbow Trout,265,220
Rainbow Trout,251,188
Brown Trout,255,165
Brown Trout,410,970
Brown Trout,279,247
Brown Trout,268,194
Brown Trout,356,360
Brown Trout,356,415
Brown Trout,248,156
Brown Trout,318,355
Brown Trout,343,330
Brown Trout,239,145
Hitch,176,0
Hitch,110,0
Hitch,147,0
Hitch,212,0
Hitch,212,0
Hitch,163,0
Largemouth Bass,105,0
Green Sunfish,86,0
Green Sunfish,97,0
Green Sunfish,73,0
Green Sunfish,72,0
Green Sunfish,78,0
Green Sunfish,68,0
Green Sunfish,62,0
Green Sunfish,69,0
Sacramento Sucker,58,0
Sacramento Sucker,45,0
California Roach,63,0
California Roach,67,0
California Roach,68,0
California Roach,65,0
California Roach,68,0
California Roach,36,0
California Roach,35,0
California Roach,39,0
California Roach,63,0
California Roach,66,0
California Roach,64,0
California Roach,58,0
California Roach,60,0
California Roach,38,0
California Roach,41,0
California Roach,37,0
California Roach,33,0
Mosquitofish,31,0
Mosquitofish,15,0
Mosquitofish,30,0
Mosquitofish,15,0
Mosquitofish,29,0
Mosquitofish,18,0
Mosquitofish,29,0
Mosquitofish,28,0
Mosquitofish,25,0
Mosquitofish,29,0
Mosquitofish,30,0
Mosquitofish,25,0
Mosquitofish,19,0
Mosquitofish,30,0
Mosquitofish,16,0
Mosquitofish,32,0
Mosquitofish,17,0
Mosquitofish,24,0
Mosquitofish,21,0
Mosquitofish,12,0
Mosquitofish,23,0
Mosquitofish,10,0
Mosquitofish,25,0
Mosquitofish,20,0
Mosquitofish,27,0
Mosquitofish,21,0
Mosquitofish,31,0
California Roach,23,0
California Roach,16,0
California Roach,25,0
California Roach,12,0
California Roach,18,0
California Roach,23,0
California Roach,23,0
California Roach,13,0
California Roach,18,0
California Roach,24,0
California Roach,17,0
California Roach,14,0
California Roach,20,0
California Roach,25,0
California Roach,27,0
California Roach,12,0
California Roach,24,0
California Roach,24,0
California Roach,20,0
California Roach,24,0
California Roach,18,0
California Roach,23,0
California Roach,26,0
California Roach,27,0
California Roach,25,0
California Roach,18,0
California Roach,10,0
California Roach,19,0
California Roach,28,0
California Roach,15,0
California Roach,16,0
California Roach,18,0
California Roach,8,16
California Roach,19,0
California Roach,16,0
California Roach,16,0
California Roach,19,0
California Roach,15,0
California Roach,8,0
California Roach,7,0
California Roach,8,0
California Roach,50,0
California Roach,20,0
California Roach,40,0
California Roach,20,0
California Roach,40,0
California Roach,70,0
California Roach,40,0
California Roach,50,0
California Roach,20,0
California Roach,60,0
California Roach,40,0
California Roach,70,0
California Roach,40,0
California Roach,70,0
California Roach,30,0
California Roach,60,0
California Roach,30,0
California Roach,20,0
California Roach,40,0
California Roach,30,0
California Roach,20,0
California Roach,50,0
California Roach,20,0
California Roach,50,0
California Roach,20,0
California Roach,60,0
California Roach,20,0
California Roach,30,0
California Roach,50,0
California Roach,50,0
California Roach,20,0
California Roach,40,0
California Roach,20,0
California Roach,60,0
California Roach,40,0
California Roach,40,0
California Roach,50,0
California Roach,20,0
California Roach,50,0
California Roach,50,0
California Roach,20,0
California Roach,30,0
California Roach,30,0
California Roach,40,0
California Roach,40,0
California Roach,30,0
California Roach,60,0
California Roach,50,0
California Roach,40,0
California Roach,40,0
California Roach,50,0
California Roach,60,0
California Roach,60,0
California Roach,30,0
California Roach,60,0
California Roach,60,0
California Roach,40,0
California Roach,40,0
California Roach,60,0
California Roach,50,0
California Roach,50,0
California Roach,30,0
California Roach,20,0
California Roach,50,0
California Roach,50,0
California Roach,30,0
California Roach,40,0
California Roach,50,0
California Roach,50,0
California Roach,60,0
California Roach,50,0
Sacramento Sucker,42,0
Sacramento Sucker,65,0
Sacramento Sucker,51,0
Sacramento Sucker,50,0
Sacramento Sucker,51,0
Sacramento Sucker,61,0
Sacramento Sucker,61,0
Sacramento Sucker,52,0
Sacramento Sucker,62,0
California Roach,61,0
